Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Bluecity Bus,Bharat Benz A/C Sleeper (2+1),04:15,09:15,05h 00m,1000.0,7 Seats available,4.3,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Jain travels regd,NON AC Seater/ Sleeper (2+1),01:00,06:30,05h 30m,280.0,19 Seats available,2.3,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Jain travels regd,A/C Seater / Sleeper (2+1),00:15,05:05,04h 50m,450.0,42 Seats available,2.3,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Jain travels regd,AC Sleeper (2+1),04:11,09:03,04h 52m,950.0,36 Seats available,2.3,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Jain travels regd,A/C Seater / Sleeper (2+1),00:30,05:00,04h 30m,450.0,40 Seats available,2.3,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Jain travels regd,AC Sleeper (2+1),04:09,12:10,08h 01m,1500.0,34 Seats available,2.3,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
RR Travels,A/C Seater / Sleeper (2+1),02:10,06:45,04h 35m,740.0,41 Seats available,2.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Choudhary travels and cargo,A/C Seater / Sleeper (2+1),07:32,11:30,03h 58m,700.0,4 Seats available,1.9,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
M R Travels,A/C Seater / Sleeper (2+1),01:00,06:10,05h 10m,500.0,7 Seats available,3.8,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Shri Krishna travels (NBT),NON A/C Sleeper (2+1),02:57,11:57,09h 00m,1300.0,31 Seats available,0.0,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
M R Travels,A/C Seater / Sleeper (2+1),06:05,11:15,05h 10m,1650.0,23 Seats available,3.8,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
New Amar Travels,Bharat Benz A/C Sleeper (2+1),04:35,09:55,05h 20m,2128.0,36 Seats available,3.6,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
R.S.Sodha Travels,A/C Seater / Sleeper (2+1),23:15,03:10,03h 55m,600.0,38 Seats available,3.5,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Jakhar Travels And Cargo,A/C Seater / Sleeper (2+1),22:40,03:50,05h 10m,450.0,40 Seats available,3.4,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Jakhar Travels And Cargo,A/C Seater / Sleeper (2+1),23:30,03:55,04h 25m,599.0,40 Seats available,3.4,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Shree Ganesh Travels,A/C Seater / Sleeper (2+1),21:00,01:30,04h 30m,450.0,40 Seats available,3.3,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Western Bus,VE A/C Sleeper (2+1),06:00,10:30,04h 30m,700.0,16 Seats available,3.3,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Chouhan travels and Cargo,A/C Seater / Sleeper (2+1),22:15,03:30,05h 15m,600.0,42 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
bhaiya travels,NON A/C Sleeper (2+1),03:49,09:25,05h 36m,800.0,36 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Bhagwati Travels and Tours,A/C Seater/Sleeper (2+1),20:30,00:30,04h 00m,400.0,30 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Gorsiya Travels,A/C Seater / Sleeper (2+1),21:45,02:00,04h 15m,600.0,38 Seats available,2.9,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Kalpana Travels Pvt. Ltd.,NON AC Seater / Sleeper 2+1,01:15,07:00,05h 45m,350.0,34 Seats available,2.8,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Jain travels regd,NON AC Seater / Sleeper 2+1,02:55,08:00,05h 05m,400.0,39 Seats available,2.3,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Jain travels regd,NON AC Seater / Sleeper 2+1,03:08,08:00,04h 52m,300.0,40 Seats available,2.3,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Laxmi traveller,A/C Seater / Sleeper (2+1),04:55,09:15,04h 20m,550.0,32 Seats available,2.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
RR Travels,A/C Seater / Sleeper (2+1),01:40,05:50,04h 10m,416.0,41 Seats available,2.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Laxmi traveller,NON A/C Seater/ Sleeper (2+1),23:00,04:30,05h 30m,600.0,40 Seats available,2.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Shrinath® Travel Agency Pvt. Ltd.,Volvo Multi Axle B9R A/C Sleeper (2+1),17:30,22:20,04h 50m,400.0,33 Seats available,4.3,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Neeraj travels,A/C Seater / Sleeper (2+1),23:20,04:25,05h 05m,500.0,34 Seats available,4.0,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Ashok Travels Mandsaur Group,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:50,04:15,04h 25m,910.0,28 Seats available,4.3,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),02:30,07:20,04h 50m,739.0,38 Seats available,4.0,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:15,01:15,05h 00m,599.0,36 Seats available,4.5,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
VGO BUS,VE A/C Seater / Sleeper (2+1),23:30,04:20,04h 50m,799.0,25 Seats available,3.1,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Sagwan Travels,A/C Seater / Sleeper (2+1),22:00,03:19,05h 19m,570.0,35 Seats available,3.0,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Mahalaxmi Travels,A/C Seater/Sleeper (2+1),22:15,02:45,04h 30m,499.0,30 Seats available,2.9,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Parshwanath Travel Pvt. Ltd,A/C Sleeper (2+1),19:30,00:30,05h 00m,452.0,29 Seats available,2.6,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Amit Travels,A/C Seater / Sleeper (2+1),02:40,07:30,04h 50m,400.0,34 Seats available,1.3,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Shrinath Solitaire,Bharat Benz A/C Sleeper (2+1),03:00,07:00,04h 00m,1300.0,20 Seats available,2.4,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Kalpana Travels Pvt. Ltd.,NON AC Seater / Sleeper 2+1,22:30,04:00,05h 30m,350.0,34 Seats available,2.2,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Ashok Travels Mandsaur Group,NON A/C Sleeper (2+1),23:30,02:15,02h 45m,600.0,36 Seats available,1.0,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Raj travels Jhunjhunu,A/C Seater / Sleeper (2+1),23:15,04:40,05h 25m,475.0,39 Seats available,1.0,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Jai Shree Ganesh Travels,NON A/C Sleeper (2+1),00:40,04:40,04h 00m,600.0,37 Seats available,2.0,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Shrinath® Travel Agency Pvt. Ltd.,Bharat Benz A/C Sleeper (2+1),16:00,22:20,06h 20m,500.0,38 Seats available,4.1,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Shrinath® Travel Agency Pvt. Ltd.,Volvo Multi Axle B9R A/C Sleeper (2+1),23:45,03:30,03h 45m,600.0,36 Seats available,4.1,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Ashok tour and travels,NON A/C Sleeper (2+1),11:00,17:00,06h 00m,600.0,13 Seats available,4.0,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Humsafar Travels,A/C Seater / Sleeper (2+1),16:00,21:30,05h 30m,1125.0,35 Seats available,4.0,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Gajraj bus service,Bharat Benz A/C Sleeper (2+1),11:45,18:00,06h 15m,1200.0,18 Seats available,3.9,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
B.R. Travels,A/C Seater / Sleeper (2+1),22:25,03:25,05h 00m,999.0,31 Seats available,0.0,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
B.R. Travels,A/C Seater / Sleeper (2+1),22:01,01:31,03h 30m,1905.0,38 Seats available,0.0,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
B R Travels,AC Sleeper (2+1),22:25,02:05,03h 40m,3499.0,36 Seats available,3.9,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Ashok Travels Mandsaur Group,Non A/C Seater / Sleeper (2+1),01:45,06:00,04h 15m,610.0,14 Seats available,3.7,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Ashok Travels Mandsaur Group,Non A/C Seater / Sleeper (2+1),00:30,05:30,05h 00m,610.0,8 Seats available,3.7,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Laxmi Shatabdi Travels,NON AC Seater / Sleeper 2+1,21:30,02:00,04h 30m,450.0,40 Seats available,3.5,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Laxmi Shatabdi Travels,NON A/C Sleeper (2+1),19:30,23:30,04h 00m,600.0,36 Seats available,3.5,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Gujarat Travels,AC Sleeper (2+1),17:30,23:30,06h 00m,760.0,34 Seats available,3.4,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Goyal Travels,A/C Seater / Sleeper (2+1),20:00,01:00,05h 00m,500.0,42 Seats available,3.3,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Nandu Travels,A/C Sleeper (2+1),02:48,06:17,03h 29m,1000.0,3 Seats available,3.3,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Goyal Travels,A/C Seater / Sleeper (2+1),19:30,00:15,04h 45m,500.0,32 Seats available,3.3,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Mahalaxmi Travels,A/C Seater / Sleeper (2+1),19:00,23:55,04h 55m,499.0,26 Seats available,3.3,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Sagwan Travels,A/C Seater / Sleeper (2+1),20:10,01:35,05h 25m,570.0,35 Seats available,3.2,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Gayatri Travels,NON AC Seater / Sleeper 2+1,23:00,05:15,06h 15m,380.0,37 Seats available,2.9,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Western Bus,VE A/C Sleeper (2+1),23:35,03:45,04h 10m,810.0,36 Seats available,3.8,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Sagwan Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,04:10,05h 40m,475.0,37 Seats available,3.6,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Rishabh travels,Bharat Benz A/C Sleeper (2+1),23:11,04:31,05h 20m,648.0,36 Seats available,2.0,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Jai Shrinath Travels,A/C Seater / Sleeper (2+2),19:50,01:50,06h 00m,1199.0,20 Seats available,4.3,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),23:20,04:25,05h 05m,543.0,32 Seats available,4.3,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Shrinath Solitaire,Bharat Benz A/C Sleeper (2+1),23:45,03:45,04h 00m,900.0,34 Seats available,2.4,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Ajay Raj Travel Agency,Bharat Benz A/C Seater /Sleeper (2+1),23:05,03:50,04h 45m,463.0,30 Seats available,2.3,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Shrinath® Travel Agency Pvt. Ltd.,A/C Sleeper (2+1),03:30,08:51,05h 21m,700.0,36 Seats available,4.1,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Shrinath® Travel Agency Pvt. Ltd.,A/C Seater / Sleeper (2+1),20:00,01:15,05h 15m,400.0,12 Seats available,4.1,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Shrinath® Travel Agency Pvt. Ltd.,AC Sleeper (2+1),02:50,06:35,03h 45m,1573.0,36 Seats available,4.1,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
B R Travels,A/C Seater / Sleeper (2+1),22:00,01:30,03h 30m,1950.0,38 Seats available,3.9,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Raj travels Jhunjhunu,A/C Seater / Sleeper (2+1),22:45,04:10,05h 25m,570.0,37 Seats available,1.0,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Amit Travels,A/C Seater / Sleeper (2+1),04:16,09:20,05h 04m,300.0,31 Seats available,1.3,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Rathi Travels Agency,NON A/C Sleeper (2+1),03:01,09:37,06h 36m,534.0,37 Seats available,2.9,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Western Bus,VE A/C Sleeper (2+1),04:50,08:00,03h 10m,910.0,27 Seats available,3.8,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Mahalaxmi Travels,A/C Seater / Sleeper (2+1),21:30,02:30,05h 00m,499.0,35 Seats available,3.3,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Chouhan travels and Cargo,NON A/C Sleeper (2+1),19:29,01:15,05h 46m,700.0,36 Seats available,3.2,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
New Babu Travels,A/C Seater/Sleeper (2+1),21:30,03:45,06h 15m,523.81,23 Seats available,3.2,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Pareek Travels,NON A/C Sleeper (2+1),17:40,23:40,06h 00m,600.0,30 Seats available,3.0,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Pareek Travels,AC Sleeper (2+1),20:00,02:00,06h 00m,700.0,32 Seats available,3.0,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Om shree ji travles,NON A/C Sleeper (2+1),00:20,05:20,05h 00m,900.0,32 Seats available,2.9,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Bharat Travels,NON A/C Sleeper (2+1),18:00,23:55,05h 55m,833.0,30 Seats available,2.8,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Raj Travels(EXPRESS),A/C Seater / Sleeper (2+1),22:30,03:00,04h 30m,500.0,36 Seats available,2.8,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Kothari Travels (Shri Solanki Travels),NON A/C Seater/ Sleeper (2+1),20:00,02:30,06h 30m,475.0,37 Seats available,2.8,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Rewar Travels,NON A/C Sleeper (2+1),19:30,01:30,06h 00m,1200.0,3 Seats available,2.8,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Shri Chirag Travel Agency,AC Sleeper (2+1),03:30,09:18,05h 48m,2070.0,36 Seats available,2.7,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Ravi Travels,A/C Sleeper (2+1),19:45,01:05,05h 20m,665.0,32 Seats available,2.7,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Shri Chirag Travel Agency,AC Sleeper (2+1),04:19,10:21,06h 02m,1774.0,37 Seats available,2.7,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Jophar Bharat Travels,NON A/C Sleeper (2+1),18:30,23:00,04h 30m,570.0,30 Seats available,2.5,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Shrinath Solitaire,A/C Sleeper (2+1),22:30,02:45,04h 15m,1200.0,36 Seats available,2.4,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Ajay Raj Travel Agency,A/C Seater / Sleeper (2+1),22:05,03:30,05h 25m,600.0,42 Seats available,2.3,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
BG Travels,NON A/C Sleeper (2+1),20:30,02:30,06h 00m,902.0,36 Seats available,2.2,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Chandra Travel Singhana,A/C Seater / Sleeper (2+1),21:35,03:15,05h 40m,450.0,36 Seats available,2.2,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Jai Shree Ganesh Travels,A/C Sleeper (2+1),20:00,02:04,06h 04m,1100.0,27 Seats available,2.0,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Jai Shree Ganesh Travels,AC Sleeper (2+1),02:10,06:10,04h 00m,800.0,25 Seats available,2.0,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Rajat Rides Tours and Travels,A/C Sleeper (2+1),14:15,20:00,05h 45m,800.0,25 Seats available,2.1,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
New Bharat Travels,NON AC Seater / Sleeper 2+1,18:15,23:00,04h 45m,600.0,34 Seats available,1.4,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
New Bharat Travels,NON AC Seater / Sleeper 2+1,19:00,00:00,05h 00m,1000.0,26 Seats available,1.4,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
RATHORE NANDU SHREENATH TRAVELS,Non A/C Seater / Sleeper (2+1),18:30,00:40,06h 10m,400.0,34 Seats available,0.0,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Rathi Travels Business Class,NON A/C Sleeper (2+2),03:20,09:16,05h 56m,1000.0,48 Seats available,0.0,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Rathi Travels Agency,NON A/C Sleeper (2+2),11:05,16:16,05h 11m,2400.0,6 Seats available,2.9,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Jain Pareek Travels,NON AC Seater / Sleeper 2+1,18:30,23:59,05h 29m,400.0,34 Seats available,1.0,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Lucky Travels Agency,NON A/C Sleeper (2+1),05:32,12:45,07h 13m,1000.0,32 Seats available,0.0,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
Shree Balaji Travels Neemuch,NON A/C Sleeper (2+1),23:00,04:00,05h 00m,630.0,30 Seats available,0.0,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
RSRTC - 180764,Semi Deluxe Non AC Seater 2+2,05:00,11:30,06h 30m,333.0,34 Seats available,3.8,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
RSRTC - 173111,Express Non AC Seater 2+3,07:15,14:20,07h 05m,313.0,42 Seats available,3.7,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
RSRTC - 167853,Express Non AC Seater 2+3,08:15,14:30,06h 15m,306.0,42 Seats available,3.7,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
RSRTC - 165974,Express Non AC Seater 2+3,11:30,17:45,06h 15m,306.0,42 Seats available,3.3,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
RSRTC - 166880,Express Non AC Seater 2+3,12:45,19:15,06h 30m,306.0,41 Seats available,2.9,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
RSRTC - 180763,Semi Deluxe Non AC Seater 2+2,14:15,20:45,06h 30m,333.0,35 Seats available,3.2,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
RSRTC - 159864,NON AC Seater / Sleeper 2+1,15:15,22:00,06h 45m,380.0,21 Seats available,4.2,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
Paras Travels,A/C Seater / Sleeper (2+1),22:30,05:00,06h 30m,362.0,23 Seats available,4.1,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
Jai Shrinath Ji Ki ® Travels,Non A/C Seater / Sleeper (2+1),22:00,05:00,07h 00m,350.0,35 Seats available,3.8,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
Babu Travels,Non A/C Seater / Sleeper (2+1),22:30,05:15,06h 45m,350.0,43 Seats available,3.5,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
AdNavrang Travels,A/C Seater / Sleeper (2+1),20:15,01:40,05h 25m,600.0,43 Seats available,3.9,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
Jakhar Travels,NON A/C Seater/ Sleeper (2+1),22:00,05:00,07h 00m,350.0,43 Seats available,3.5,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
M R Travels,A/C Seater / Sleeper (2+1),22:50,05:15,06h 25m,400.0,36 Seats available,3.0,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
Shre Ganesh Travels,Bharat Benz A/C Seater /Sleeper (2+1),18:00,22:30,04h 30m,500.0,30 Seats available,2.9,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
Babu Travels,Bharat Benz A/C Sleeper (2+1),20:30,01:45,05h 15m,899.0,22 Seats available,2.5,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
Navrang Travels,Non A/C Seater / Sleeper (2+1),22:30,05:00,06h 30m,450.0,34 Seats available,1.4,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
